Program ID,Broad Field,Field,Institution Name,Program Name,Orientation for New Graduate Students,International Student Orientation,Language Screening / Support Prior to Teaching,Instruction in Writing,Instruction in Statistics,Prizes / Awards for Teaching or Research,Assistance / Training in Proposal Writing,On-campus Graduate Research Conferences,Formal Training in Academic Integrity,Active Graduate Student Association,Staff Assigned to the Graduate Student Association,Financial Support for the Graduate Student Association,Posted Academic Grievance Procedure,Dispute Resolution Procedure,Regular Graduate Programs Directors / Coordinators Meetings,Annual Review of All Enrolled Doctoral Students,Organized Training to Help Students Improve Teaching Skills,Travel Support to Attend Professional Meetings,Count of Student Activities
20068080,Humanities,Comparative Literature,University of Southern California,Comparative Literature,3,3,1,1,4,1,2,3,1,3,1,3,1,1,1,1,1,3,17
20061456,Humanities,Comparative Literature,University of Texas At Austin,Comparative Literature,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,2,1,1,18
20059578,Humanities,Comparative Literature,University of Washington,Comparative Literature,2,1,3,1,1,3,3,3,1,3,4,3,1,1,3,2,3,3,17
20030500,Humanities,Comparative Literature,University of Wisconsin-Madison,Comparative Literature,3,3,3,1,4,3,3,3,3,3,1,3,3,3,1,2,3,3,17
20063386,Humanities,Comparative Literature,Yale University,Comparative Literature,3,1,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,18
20069762,Humanities,Comparative Literature,Washington University In St. Louis,Comparative Literature,3,1,1,3,1,3,3,3,4,3,1,1,3,1,1,3,3,3,17
20034946,Humanities,English Language and Literature,Arizona State University,English,3,1,1,3,1,3,3,3,3,3,1,3,3,3,3,3,3,3,18
20037859,Humanities,English Language and Literature,Auburn University,English,3,1,1,4,4,3,2,3,4,3,1,2,3,,3,2,2,3,14
20043377,Humanities,English Language and Literature,Baylor University,English,3,1,1,4,4,2,3,3,3,3,3,3,1,1,3,3,3,3,16
20036135,Humanities,English Language and Literature,Boston College,English,3,1,1,3,1,1,3,3,1,3,1,1,1,1,1,2,3,3,18
20059154,Humanities,English Language and Literature,Boston University,English,3,1,1,2,4,3,3,1,1,3,1,1,1,1,1,3,3,3,17
20025052,Humanities,English Language and Literature,Brandeis University,English and American Literature,3,1,3,1,4,3,3,3,1,3,1,1,1,1,3,3,3,3,17
20018302,Humanities,English Language and Literature,Brown University,English,3,1,1,1,1,1,3,1,1,1,1,1,3,3,1,3,3,1,18
20037231,Humanities,English Language and Literature,Carnegie Mellon University,"English, Literature, Cultural Theory & Rhetoric",3,3,3,2,1,3,3,4,4,3,1,1,3,3,3,2,3,3,16
20019136,Humanities,English Language and Literature,Case Western Reserve University,English,3,3,3,3,4,3,3,1,2,3,1,3,3,3,3,3,3,3,17
20052203,Humanities,English Language and Literature,Catholic University of America,English,3,1,4,2,4,3,2,2,2,3,3,3,3,3,2,3,2,2,16
20057198,Humanities,English Language and Literature,City University of New York Grad. Center,English,3,3,1,3,1,3,3,3,3,3,1,3,3,3,3,3,3,1,18
20017992,Humanities,English Language and Literature,Claremont Graduate University,English,3,1,3,3,2,3,3,3,4,3,3,3,1,1,1,3,3,1,17
20057622,Humanities,English Language and Literature,Columbia University In The City of New York,English and Comparative Literature,1,1,1,4,4,1,1,1,1,1,1,1,1,1,3,3,1,1,16
20015758,Humanities,English Language and Literature,Cornell University,English Language and Literature,3,1,1,1,1,3,3,3,4,3,1,3,1,1,3,2,3,3,17
20030144,Humanities,English Language and Literature,Duke University,English,3,1,3,1,4,3,3,3,3,3,4,3,3,3,3,2,3,3,16
20061977,Humanities,English Language and Literature,Emory University,English,3,1,1,2,4,2,3,3,2,3,1,3,3,3,3,2,3,3,17
20027270,Humanities,English Language and Literature,Florida State University,English,3,1,1,3,4,3,1,2,1,3,1,3,3,1,3,3,3,3,17
20029469,Humanities,English Language and Literature,Fordham University,English,3,1,1,2,4,3,3,3,4,3,2,3,1,1,3,3,2,1,16
20051505,Humanities,English Language and Literature,Georgia State University,English,2,1,1,3,4,3,2,3,4,3,4,1,3,3,2,2,2,2,15
20019424,Humanities,English Language and Literature,George Washington University,English,3,1,1,1,4,3,3,2,4,3,4,3,1,2,1,3,1,3,15
20066040,Humanities,English Language and Literature,Harvard University,English & American Lit. & Lang.,3,1,1,1,4,3,3,3,4,3,3,3,1,1,3,3,3,3,16
20026006,Humanities,English Language and Literature,Howard University,English,,,,,,,,,,,,,,,,,,,
20046303,Humanities,English Language and Literature,Indiana University At Bloomington,English,3,3,3,4,4,3,3,3,3,3,4,3,3,3,2,2,2,3,15
20056649,Humanities,English Language and Literature,Johns Hopkins University,English,3,1,1,4,4,3,3,3,3,3,4,3,1,1,1,2,3,2,15
20040765,Humanities,English Language and Literature,Kent State University Main Campus,English,3,3,2,2,4,3,1,1,4,3,4,1,3,4,3,3,3,3,14
20039475,Humanities,English Language and Literature,Lehigh University,English,3,1,1,4,4,1,1,4,1,1,1,1,1,1,1,2,1,1,15
20058074,Humanities,English Language and Literature,Louisiana State University And Agricultural And Mechanical College,English,3,3,3,3,3,3,3,2,1,3,1,2,3,3,3,2,3,2,18
20036533,Humanities,English Language and Literature,Loyola University Chicago,English,3,1,1,1,4,3,3,1,1,2,1,3,1,1,3,1,3,3,17
20040927,Humanities,English Language and Literature,Marquette University,English,3,1,1,2,4,2,1,2,2,1,4,2,4,4,1,3,3,2,14
20021137,Humanities,English Language and Literature,Miami University,English,3,1,1,4,4,3,,2,,3,,,3,3,3,2,3,3,12
20046905,Humanities,English Language and Literature,Michigan State University,English,3,3,1,1,1,3,3,2,3,3,1,1,3,1,3,3,3,3,18
20064291,Humanities,English Language and Literature,New York University,English and American Literature,3,1,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,17
20031897,Humanities,English Language and Literature,Northeastern University,English,3,1,1,1,1,3,3,3,2,3,1,3,3,3,3,2,3,3,18
20040341,Humanities,English Language and Literature,Northern Illinois University,English,4,1,1,1,1,3,,2,1,3,3,3,3,,4,4,3,3,13
20068886,Humanities,English Language and Literature,Northwestern University,English,3,3,1,1,4,3,3,3,1,3,1,3,,,3,3,3,3,15
20028952,Humanities,English Language and Literature,Ohio State University Main Campus,English,3,1,3,3,1,3,3,3,1,3,3,3,1,1,3,1,3,3,18
20013802,Humanities,English Language and Literature,Ohio University Main Campus,English,3,1,1,2,4,3,2,2,4,3,4,2,2,4,2,2,2,3,14
20041968,Humanities,English Language and Literature,Oklahoma State University Main Campus,English,3,3,3,1,2,2,3,3,3,3,1,2,3,3,3,2,2,3,18
20031389,Humanities,English Language and Literature,Penn State University,English,2,1,1,3,1,3,3,1,3,3,1,3,1,3,3,3,3,3,18
20032508,Humanities,English Language and Literature,Princeton University,English,3,1,3,2,4,3,2,3,4,3,3,3,3,3,3,3,3,3,16
20055831,Humanities,English Language and Literature,Purdue University Main Campus,English,3,1,1,1,1,3,1,3,1,3,1,3,3,3,3,3,3,3,18
20041117,Humanities,English Language and Literature,Rice University,English,3,1,2,2,4,3,2,3,3,3,4,3,1,3,1,3,3,3,16
20012528,Humanities,English Language and Literature,Rutgers The State University of New Jersey New Brunswick Campus,Literatures in English,3,1,1,4,1,3,1,2,3,3,4,1,3,3,1,2,3,3,16
20040464,Humanities,English Language and Literature,Southern Illinois University Carbondale,English,3,1,1,2,4,3,2,2,3,2,2,2,3,3,2,2,2,3,17
20052588,Humanities,English Language and Literature,Stanford University,English,2,1,1,2,4,1,2,2,2,2,4,1,1,1,1,2,1,1,16
20033604,Humanities,English Language and Literature,State University of New York At Albany,English,3,3,2,1,4,3,3,3,1,3,4,3,1,1,3,4,3,3,15
20037477,Humanities,English Language and Literature,State University of New York At Binghamton,"English, General Literature & Rhetoric",3,1,1,1,1,3,1,3,1,3,1,3,3,3,3,3,3,3,18
20038531,Humanities,English Language and Literature,State University of New York At Buffalo,ENGLISH,3,3,1,4,4,1,2,3,4,3,1,3,1,1,2,2,2,3,15
20038162,Humanities,English Language and Literature,State University of New York At Stony Brook,English,3,1,1,1,4,3,4,2,3,2,4,1,1,1,1,2,2,2,15
20022550,Humanities,English Language and Literature,Syracuse University Main Campus,English,3,1,1,1,1,1,1,4,1,1,1,3,1,1,3,2,1,2,17
20042255,Humanities,English Language and Literature,Temple University,English,2,1,1,4,4,2,2,2,3,2,4,1,3,3,1,2,3,3,15
20021975,Humanities,English Language and Literature,Texas A & M University,English,3,3,3,3,4,3,3,3,4,3,4,2,3,3,3,1,3,3,15
20017387,Humanities,English Language and Literature,Texas Christian University,English,2,1,2,2,4,2,2,3,3,3,3,1,2,1,3,4,2,3,16
20022848,Humanities,English Language and Literature,Texas Tech University,English,3,1,3,4,4,3,2,3,3,3,3,3,3,3,3,3,3,3,16
20029647,Humanities,English Language and Literature,Tufts University,English,3,1,1,1,1,1,2,3,3,3,1,2,1,1,3,2,3,3,18
20041751,Humanities,English Language and Literature,University of Alabama,English Language and Literature,3,1,1,4,4,3,2,4,3,3,1,4,1,1,2,2,3,,13
20033989,Humanities,English Language and Literature,University of Arizona,English,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,2,3,3,17
20013611,Humanities,English Language and Literature,University of Arkansas Main Campus,English,3,1,1,4,4,3,2,2,2,2,2,2,1,1,2,2,2,1,16
20060868,Humanities,English Language and Literature,University of California-Berkeley,English,3,1,1,1,1,3,3,3,3,3,1,3,3,3,3,1,3,3,18
20067146,Humanities,English Language and Literature,University of California-Davis,English,3,1,1,3,1,3,3,3,3,3,1,3,1,3,3,3,3,3,18
20049177,Humanities,English Language and Literature,University of California-Irvine,English,2,1,1,1,1,3,3,3,3,3,1,1,1,1,3,3,3,1,18
20053273,Humanities,English Language and Literature,University of California-Los Angeles,English,3,3,1,1,1,3,1,2,2,3,3,3,3,3,3,3,2,3,18
20048806,Humanities,English Language and Literature,University of California-Riverside,English,3,1,1,4,4,3,3,3,4,3,1,3,1,1,1,3,3,3,15
20070256,Humanities,English Language and Literature,University of California-Santa Barbara,English,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,18
20014351,Humanities,English Language and Literature,University of Chicago,English Language and Literature,3,3,3,1,1,1,2,3,4,3,3,3,3,1,2,3,1,3,17
20032087,Humanities,English Language and Literature,University of Cincinnati Main Campus,English and Comparative Literature,3,1,1,3,4,3,3,3,3,3,1,3,3,3,1,4,3,3,16
20063975,Humanities,English Language and Literature,University of Colorado At Boulder,English,3,1,1,4,4,3,3,4,4,3,1,1,3,3,3,3,3,3,14
20024037,Humanities,English Language and Literature,University of Connecticut,English PhD,3,1,1,4,4,4,2,2,3,3,2,2,1,1,3,3,3,3,15
20068721,Humanities,English Language and Literature,University of Connecticut,Medieval Studies PhD,3,1,1,4,4,1,2,2,3,3,2,3,1,1,3,3,3,3,16
20044321,Humanities,English Language and Literature,University of Dallas,Literature,3,3,4,4,4,4,3,3,4,3,4,3,3,3,3,3,4,3,11
20012191,Humanities,English Language and Literature,University of Delaware,English,3,1,1,3,1,1,3,3,1,3,1,1,1,1,2,2,3,2,18
20013051,Humanities,English Language and Literature,University of Florida,English,3,1,3,4,4,3,2,3,2,3,4,3,3,3,3,2,3,3,15
20019686,Humanities,English Language and Literature,University of Georgia,English,3,1,3,3,1,3,1,3,3,3,1,1,1,1,1,1,3,3,18
20014762,Humanities,English Language and Literature,University of Hawaii At Manoa,English,3,1,1,4,4,1,2,2,,3,1,1,1,1,2,2,3,3,15
20042530,Humanities,English Language and Literature,University of Houston,English,3,1,4,4,4,1,4,4,2,2,4,2,3,3,2,2,2,2,12
20042860,Humanities,English Language and Literature,University of Illinois At Chicago,English,2,1,1,1,4,3,2,3,1,3,1,1,1,1,3,2,3,3,17
20038971,Humanities,English Language and Literature,University of Illinois At Urbana-Champaign,English,2,1,1,1,1,3,2,2,2,2,4,2,3,3,3,4,3,3,16
20020565,Humanities,English Language and Literature,University of Iowa,English,3,1,3,3,4,3,3,3,3,3,1,3,3,3,3,3,3,3,17
20051152,Humanities,English Language and Literature,University of Kansas,English,3,1,3,1,4,3,3,3,1,3,1,3,3,3,3,4,3,3,16
20028185,Humanities,English Language and Literature,University of Kentucky,English,3,1,1,1,4,3,3,3,1,3,1,3,3,3,3,3,3,3,17
20012861,Humanities,English Language and Literature,University of Louisiana At Lafayette,English,3,1,1,3,4,2,2,3,2,3,4,4,3,3,4,3,2,1,14
20050182,Humanities,English Language and Literature,University of Maryland College Park,English Language and Literature,3,1,1,1,4,3,2,3,3,3,1,3,3,1,3,4,3,3,16
20047933,Humanities,English Language and Literature,University of Massachusetts Amherst,English,3,1,1,4,4,3,3,2,3,3,1,3,1,1,3,2,3,3,16
20027869,Humanities,English Language and Literature,University of Memphis,English,3,1,1,2,3,3,3,1,1,3,1,4,3,3,1,2,3,3,17
20050823,Humanities,English Language and Literature,University of Miami,English Language and Literature,3,1,1,1,1,3,3,3,1,3,1,1,1,1,3,1,3,3,18
20035408,Humanities,English Language and Literature,University of Michigan-Ann Arbor,English Language and Literature,3,3,3,3,1,3,3,3,1,3,1,3,1,1,3,4,3,3,17
20039844,Humanities,English Language and Literature,University of Minnesota-Twin Cities,English,3,1,1,,,3,2,3,1,3,,3,3,1,1,3,3,3,15
20062374,Humanities,English Language and Literature,University of Mississippi,English,3,1,1,1,1,2,4,2,4,3,1,3,1,4,1,2,4,3,14
20025340,Humanities,English Language and Literature,University of Missouri - Columbia,English,3,1,1,2,4,3,3,3,1,3,3,3,1,3,3,3,3,3,17
20026158,Humanities,English Language and Literature,University of Missouri - Kansas City,English,2,4,1,4,4,3,2,2,3,3,3,3,1,1,3,3,2,3,15
20017329,Humanities,English Language and Literature,University of Nebraska - Lincoln,English,3,1,1,4,4,3,1,1,1,3,1,3,3,1,3,4,3,2,15
20015075,Humanities,English Language and Literature,University of Nevada Reno,English,3,1,1,1,1,1,1,4,3,3,1,4,1,3,1,4,3,3,15
20050632,Humanities,English Language and Literature,University of New Hampshire,English,3,1,3,2,4,3,3,4,3,3,1,1,1,1,4,4,4,1,13
20015282,Humanities,English Language and Literature,University of New Mexico Main Campus,English,3,1,1,2,1,3,3,3,1,3,2,3,3,1,3,2,3,3,18
20045236,Humanities,English Language and Literature,University of North Carolina At Chapel Hill,English,3,1,1,1,1,3,3,1,3,3,1,3,3,3,3,1,3,3,18
20070706,Humanities,English Language and Literature,University of North Carolina At Greensboro,English,3,1,1,4,4,3,2,4,1,3,4,1,3,3,1,3,2,1,14
20020086,Humanities,English Language and Literature,University of North Dakota Main Campus,English,1,1,2,1,1,3,3,3,3,2,2,2,3,3,3,4,3,3,17
20047315,Humanities,English Language and Literature,University of North Texas,English,3,1,1,4,4,1,4,2,4,2,4,4,3,3,3,3,3,3,12
20035932,Humanities,English Language and Literature,University of Notre Dame,English,3,1,1,3,4,3,2,2,2,3,1,3,3,4,3,2,3,3,16
20051673,Humanities,English Language and Literature,University of Oklahoma Norman Campus,English,2,1,1,1,4,3,1,3,1,3,1,3,1,1,3,3,3,3,17
20043885,Humanities,English Language and Literature,University of Oregon,English,3,1,1,4,4,3,3,3,4,2,4,2,1,1,2,2,3,3,14
20036915,Humanities,English Language and Literature,University of Pennsylvania,English,3,1,1,1,1,3,3,3,1,1,1,1,1,1,3,2,3,3,18
20049669,Humanities,English Language and Literature,University of Pittsburgh Pittsburgh Campus,English,3,1,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,18
20069238,Humanities,English Language and Literature,University of Rochester,English,2,1,1,1,4,1,2,3,1,3,1,4,1,1,1,2,3,2,16
20067793,Humanities,English Language and Literature,University of South Carolina Columbia,English,3,1,1,3,1,3,3,3,3,3,2,3,3,3,3,2,3,3,18
20024862,Humanities,English Language and Literature,University of South Florida,English,1,1,4,4,4,3,2,4,4,2,4,4,3,3,2,4,3,3,10
20068145,Humanities,English Language and Literature,University of Southern California,English,1,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,16
20032786,Humanities,English Language and Literature,University of Southern Mississippi,English,3,1,2,2,1,3,2,4,2,3,1,2,1,1,3,2,3,3,17
20045799,Humanities,English Language and Literature,University of Tennessee,English,3,1,1,4,1,3,2,2,3,3,3,3,3,3,1,2,3,3,17
20061524,Humanities,English Language and Literature,University of Texas At Austin,English,3,1,3,3,4,3,3,3,3,3,3,3,1,1,3,2,3,3,17
20056212,Humanities,English Language and Literature,University of Texas At Dallas,Studies in Literature,3,1,2,4,,3,2,4,,1,2,2,3,3,3,2,2,2,14
20047551,Humanities,English Language and Literature,University of Utah,English,3,3,3,1,1,3,3,3,1,3,3,3,3,3,3,3,3,3,18
20023232,Humanities,English Language and Literature,University of Virginia,English Language & Literature,3,1,4,4,4,3,2,2,1,3,4,2,1,1,3,2,3,2,14
20059620,Humanities,English Language and Literature,University of Washington,English,3,1,3,1,1,3,3,3,3,3,4,2,3,3,3,3,3,3,17
20030571,Humanities,English Language and Literature,University of Wisconsin-Madison,English,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,2,3,3,17
20026637,Humanities,English Language and Literature,University of Wisconsin-Milwaukee,English,3,3,3,4,4,2,3,3,4,3,1,1,3,3,3,4,3,3,14
20051961,Humanities,English Language and Literature,Vanderbilt University,English,3,3,1,3,4,3,3,3,3,3,2,3,3,3,3,3,3,3,17
20058414,Humanities,English Language and Literature,Washington State University,English,3,3,3,3,1,3,3,3,1,3,1,3,3,3,3,3,3,3,18
20069827,Humanities,English Language and Literature,Washington University In St. Louis,English and American Literature,3,1,1,1,1,3,3,3,4,3,1,3,1,1,3,3,3,3,17
20021593,Humanities,English Language and Literature,Wayne State University,English,3,1,1,4,4,3,2,1,1,3,3,3,3,3,1,4,1,1,15
20044075,Humanities,English Language and Literature,Western Michigan University,English,3,1,1,1,1,3,3,3,3,3,1,1,3,3,3,3,3,1,18
20063454,Humanities,English Language and Literature,Yale University,English,3,1,1,1,1,3,3,3,1,3,1,1,1,1,1,3,3,3,18
20036148,Humanities,French and Francophone Language and Literature,Boston College,French and Francophone Language and Literature,3,1,3,1,1,1,3,3,3,3,1,1,1,1,3,2,3,1,18
20059167,Humanities,French and Francophone Language and Literature,Boston University,French Language and Literature,3,1,3,1,4,3,1,4,1,1,1,1,3,3,3,2,2,3,16
20018315,Humanities,French and Francophone Language and Literature,Brown University,French Studies,3,1,3,1,1,3,3,3,1,3,1,3,1,1,3,3,3,3,18
20057211,Humanities,French and Francophone Language and Literature,City University of New York Grad. Center,French,3,3,3,1,1,3,3,3,1,3,1,3,3,3,3,3,3,3,18
20057651,Humanities,French and Francophone Language and Literature,Columbia University In The City of New York,French and Romance Philology,3,1,3,4,4,3,3,3,1,3,1,3,1,1,3,3,3,2,16
20065423,Humanities,French and Francophone Language and Literature,Cornell University,Romance Studies - French,3,3,3,1,1,3,4,2,2,3,1,1,3,3,1,2,3,3,17
20070528,Humanities,French and Francophone Language and Literature,Duke University,Romance Studies - French,3,1,1,1,4,1,1,1,3,1,4,1,1,1,1,2,3,1,16
20061993,Humanities,French and Francophone Language and Literature,Emory University,French,1,1,1,4,1,2,3,3,4,1,1,3,1,1,3,2,3,3,16
20066338,Humanities,French and Francophone Language and Literature,Harvard University,Romance Languages and Literature,3,,3,,,3,,3,,3,3,3,3,1,3,3,3,3,13
20046345,Humanities,French and Francophone Language and Literature,Indiana University At Bloomington,French,3,1,3,1,1,3,3,2,4,3,3,3,1,1,2,3,3,3,17
20056681,Humanities,French and Francophone Language and Literature,Johns Hopkins University,French,3,3,3,3,3,3,3,2,3,1,1,1,3,3,3,2,3,3,18
20058113,Humanities,French and Francophone Language and Literature,Louisiana State University And Agricultural And Mechanical College,French,3,1,1,1,1,3,3,2,3,3,1,2,1,1,1,2,3,2,18
20064314,Humanities,French and Francophone Language and Literature,New York University,French,3,1,3,1,4,3,3,3,1,3,1,3,1,1,3,3,3,3,17
20068899,Humanities,French and Francophone Language and Literature,Northwestern University,French and Italian,3,3,1,1,4,1,3,3,3,3,1,3,,,3,3,3,3,15
20029016,Humanities,French and Francophone Language and Literature,Ohio State University Main Campus,French and Italian,3,1,3,1,1,3,1,3,1,3,1,3,1,1,3,3,3,3,18
20031428,Humanities,French and Francophone Language and Literature,Penn State University,French,2,1,1,1,1,3,3,3,3,3,3,3,1,1,3,3,3,3,18
20032511,Humanities,French and Francophone Language and Literature,Princeton University,French and Italian,3,1,3,2,4,3,2,3,4,3,3,3,3,3,3,3,3,3,16
20041133,Humanities,French and Francophone Language and Literature,Rice University,French,1,1,1,1,,1,1,1,,1,,,,,1,,1,2,11
20012560,Humanities,French and Francophone Language and Literature,Rutgers The State University of New Jersey New Brunswick Campus,French,3,1,3,4,1,3,3,2,1,3,2,3,3,1,1,2,1,3,17
20052601,Humanities,French and Francophone Language and Literature,Stanford University,French,2,1,1,2,4,1,2,2,2,2,2,1,1,1,1,2,1,1,17
20060923,Humanities,French and Francophone Language and Literature,University of California-Berkeley,French,3,1,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,18
20067188,Humanities,French and Francophone Language and Literature,University of California-Davis,French,3,1,3,1,1,3,1,1,1,3,1,3,1,1,3,3,3,3,18
20049180,Humanities,French and Francophone Language and Literature,University of California-Irvine,French,3,3,1,1,1,3,3,3,1,3,1,3,1,1,3,2,3,3,18
20053312,Humanities,French and Francophone Language and Literature,University of California-Los Angeles,French & Francophone Studies,3,3,2,3,1,3,3,2,1,3,4,3,1,1,2,2,2,3,17
20014597,Humanities,French and Francophone Language and Literature,University of Chicago,Romance Languages and Literatures,3,3,3,1,1,3,2,3,4,3,3,3,3,3,2,3,1,3,17
20063988,Humanities,French and Francophone Language and Literature,University of Colorado At Boulder,French,3,1,3,4,4,1,3,4,4,1,1,1,3,3,3,3,3,3,14
20024053,Humanities,French and Francophone Language and Literature,University of Connecticut,French PhD,3,3,3,2,4,4,2,2,3,1,4,1,1,1,3,3,3,3,15
20013459,Humanities,French and Francophone Language and Literature,University of Florida,Romance Languages: French,3,1,1,1,1,3,2,3,4,3,1,1,1,1,1,2,2,3,17
20039019,Humanities,French and Francophone Language and Literature,University of Illinois At Urbana-Champaign,French,2,3,3,1,1,3,2,4,2,2,4,2,3,3,1,2,3,3,16
20020581,Humanities,French and Francophone Language and Literature,University of Iowa,French,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,17
20012887,Humanities,French and Francophone Language and Literature,University of Louisiana At Lafayette,Francophone Studies,3,3,3,1,4,4,2,1,2,3,4,4,1,3,4,3,2,1,13
20050373,Humanities,French and Francophone Language and Literature,University of Maryland College Park,Modern French Studies,3,3,3,3,4,1,2,3,3,3,1,3,1,1,3,2,3,3,17
20035783,Humanities,French and Francophone Language and Literature,University of Michigan-Ann Arbor,Romance Languages and Literature - French,3,1,3,1,1,3,3,1,3,3,3,3,3,1,3,4,3,3,17
20039912,Humanities,French and Francophone Language and Literature,University of Minnesota-Twin Cities,French,1,3,3,1,4,3,2,3,1,3,4,3,3,1,3,3,3,3,16
20070641,Humanities,French and Francophone Language and Literature,University of North Carolina At Chapel Hill,Romance Languages - French,3,1,3,1,1,3,3,3,3,3,1,3,3,1,3,1,3,3,18
20036928,Humanities,French and Francophone Language and Literature,University of Pennsylvania,French,3,1,3,1,1,3,3,3,3,3,1,1,1,1,3,2,3,3,18
20049698,Humanities,French and Francophone Language and Literature,University of Pittsburgh Pittsburgh Campus,French and Italian Languages and Literatures,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,18
20061537,Humanities,French and Francophone Language and Literature,University of Texas At Austin,French,3,1,3,3,1,3,3,3,1,3,3,3,1,1,1,2,3,3,18
20023261,Humanities,French and Francophone Language and Literature,University of Virginia,French Language & Literature,3,3,1,3,1,3,3,3,3,3,1,3,3,3,3,2,3,1,18
20030623,Humanities,French and Francophone Language and Literature,University of Wisconsin-Madison,French,3,3,3,1,4,3,3,3,3,3,1,1,3,3,3,2,3,3,17
20051987,Humanities,French and Francophone Language and Literature,Vanderbilt University,French,3,1,3,1,4,3,3,3,1,3,4,1,1,1,3,3,3,3,16
20069856,Humanities,French and Francophone Language and Literature,Washington University In St. Louis,French Language and Literatures,3,3,3,1,1,3,3,3,2,3,3,1,1,1,3,3,3,3,18
20057677,Humanities,German Language and Literature,Columbia University In The City of New York,Germanic Languages,3,3,3,2,4,3,3,3,1,3,1,1,1,1,3,3,3,3,17
20063506,Humanities,French and Francophone Language and Literature,Yale University,French,3,1,3,3,1,3,3,3,3,3,1,3,3,3,3,3,3,3,18
20015813,Humanities,German Language and Literature,Cornell University,Germanic Studies,1,1,1,1,1,1,1,4,4,1,1,3,1,1,3,2,3,3,16
20030157,Humanities,German Language and Literature,Duke University,German Studies,3,1,3,1,4,1,3,1,2,3,4,3,1,1,1,2,3,1,16
20066053,Humanities,German Language and Literature,Harvard University,Germanic Lang. & Lit.,3,1,3,1,4,3,3,3,2,3,1,3,3,1,3,3,3,3,17
20022990,Humanities,German Language and Literature,Georgetown University,German,3,1,2,1,1,3,2,3,4,3,4,3,1,1,3,3,3,3,16
20046387,Humanities,German Language and Literature,Indiana University At Bloomington,Germanic Studies,3,1,3,1,1,3,3,3,3,3,1,1,1,1,1,3,3,3,18
20056717,Humanities,German Language and Literature,Johns Hopkins University,German,3,3,3,3,3,3,3,2,3,1,1,1,3,3,3,2,3,3,18
20040794,Humanities,German Language and Literature,Kent State University Main Campus,History,1,1,3,1,1,4,2,1,4,1,1,1,1,1,3,2,1,3,16
20064330,Humanities,German Language and Literature,New York University,German,3,1,3,3,4,1,3,3,3,3,3,1,1,1,3,3,3,3,17
20029058,Humanities,German Language and Literature,Ohio State University Main Campus,Germanic Languages and Literatures,3,1,1,1,1,3,3,3,1,1,1,1,3,1,3,3,3,3,18
20031460,Humanities,German Language and Literature,Penn State University,German,2,1,3,1,1,1,3,1,3,3,1,3,1,1,3,3,3,3,18
20032537,Humanities,German Language and Literature,Princeton University,German,3,1,1,4,4,3,2,3,4,3,1,3,1,1,1,3,3,3,15
20052643,Humanities,German Language and Literature,Stanford University,German Studies,2,1,1,2,4,1,2,2,4,2,4,1,1,1,1,2,1,1,15
20060949,Humanities,German Language and Literature,University of California-Berkeley,German,3,1,3,1,1,3,3,3,3,3,1,3,3,3,3,3,3,3,18
20053367,Humanities,German Language and Literature,University of California-Los Angeles,Germanic Languages,3,1,3,1,1,1,3,1,3,3,4,1,1,1,2,2,1,1,17
20014393,Humanities,German Language and Literature,University of Chicago,Germanic Studies,3,3,3,1,1,3,2,3,4,3,3,3,1,1,4,3,1,3,16
20042873,Humanities,German Language and Literature,University of Illinois At Chicago,Germanic Studies,2,1,3,3,4,3,3,3,1,1,1,1,3,1,1,2,3,1,17
20042572,Humanities,German Language and Literature,University of Houston,History,2,1,1,1,4,3,2,4,4,2,4,4,3,3,2,2,2,2,13
20039048,Humanities,German Language and Literature,University of Illinois At Urbana-Champaign,German,2,3,1,3,1,3,2,2,2,4,4,4,3,3,3,2,3,3,15
20051181,Humanities,German Language and Literature,University of Kansas,Germanic Languages and Literatures,3,1,1,1,4,3,3,3,3,3,3,3,3,3,1,2,3,3,17
20050247,Humanities,German Language and Literature,University of Maryland College Park,Germanic Language & Literature,3,3,3,1,4,3,2,3,1,3,1,1,1,3,3,2,1,3,17
20047975,Humanities,German Language and Literature,University of Massachusetts Amherst,German,3,1,3,4,4,1,3,2,1,1,1,1,1,1,3,2,3,3,16
20035453,Humanities,German Language and Literature,University of Michigan-Ann Arbor,Germanic Languages and Literatures,3,1,1,1,1,3,3,3,1,3,1,3,1,1,1,2,3,3,18
20039954,Humanities,German Language and Literature,University of Minnesota-Twin Cities,Germanic Studies,3,1,3,1,,3,2,2,3,3,,3,1,3,1,3,3,3,16
20045294,Humanities,German Language and Literature,University of North Carolina At Chapel Hill,Germanic Languages and Literatures,3,3,3,3,1,3,3,1,3,3,1,1,1,1,3,3,3,3,18
