Program ID,Broad Field,Field,Institution Name,Program Name,R Rankings:  5th Percentile,R Rankings:  95th Percentile,S Rankings:  5th Percentile,S Rankings:  95th Percentile,Research Activity:  5th Percentile,Research Activity: 95th Percentile,"Student Support
& Outcomes:  5th Percentile","Student Support & Outcomes:  95th
Percentile",Diversity: 5th Percentile,Diversity:  95th Percentile
20016977,Engineering,Electrical and Computer Engineering,Clemson University,Electrical Engineering,36,71,75,116,85,127,4,36,118,133
20066930,Engineering,Electrical and Computer Engineering,Cleveland State University,Engineering (Electrical and Computer),121,134,134,136,133,136,133,136,54,103
20056335,Engineering,Electrical and Computer Engineering,Colorado State University,Electrical and Computer Engineering,75,115,28,81,18,71,57,106,36,96
20057619,Engineering,Electrical and Computer Engineering,Columbia University In The City of New York,Electrical Engineering,23,54,28,76,14,62,97,126,66,118
20015745,Engineering,Electrical and Computer Engineering,Cornell University,Electrical and Computer Engineering,18,38,14,43,14,51,42,88,87,121
20027063,Engineering,Electrical and Computer Engineering,Drexel University,Electrical and Computer Engineering,59,101,35,79,62,117,8,70,49,103
20030018,Engineering,Electrical and Computer Engineering,Duke University,Electrical and Computer Engineering,35,66,11,39,11,49,10,50,12,48
20044253,Engineering,Electrical and Computer Engineering,Florida Atlantic University,Electrical Engineering,132,135,134,136,122,135,129,134,3,11
20034632,Engineering,Electrical and Computer Engineering,Florida International University,Electrical Engineering,103,130,113,131,101,134,60,107,2,4
20019411,Engineering,Electrical and Computer Engineering,George Washington University,Electrical Engineering,83,119,114,131,80,119,129,134,41,100
20062934,Engineering,Electrical and Computer Engineering,Georgia Institute of Technology,Electrical & Computer Engineering,2,11,10,31,14,61,90,113,20,74
20065999,Engineering,Electrical and Computer Engineering,Harvard University,DEAS-Engineering Sciences,2,12,1,3,1,2,13,60,58,110
20025997,Engineering,Electrical and Computer Engineering,Howard University,Electrical Engineering,135,136,95,125,120,135,21,76,1,1
20060444,Engineering,Electrical and Computer Engineering,Illinois Institute of Technology,Electrical Engineering,81,117,111,130,95,130,81,115,18,81
20016414,Engineering,Electrical and Computer Engineering,Iowa State University,Electrical Engineering,18,33,16,50,17,67,14,59,17,81
20056636,Engineering,Electrical and Computer Engineering,Johns Hopkins University,Electrical and Computer Engineering,32,80,21,61,14,51,35,86,18,73
20028583,Engineering,Electrical and Computer Engineering,Kansas State University,Electrical & Computer Engineering,90,128,71,122,75,128,14,89,25,90
20039462,Engineering,Electrical and Computer Engineering,Lehigh University,Electrical and Computer Engineering,45,86,63,108,50,115,43,90,5,36
20058061,Engineering,Electrical and Computer Engineering,Louisiana State University And Agricultural And Mechanical College,Electrical Engineering,72,120,63,111,70,124,64,103,5,35
20040914,Engineering,Electrical and Computer Engineering,Marquette University,Electrical and Computer Engineering,78,123,52,118,22,93,77,117,63,111
20033316,Engineering,Electrical and Computer Engineering,Massachusetts Institute of Technology,Electrical and Computer Engineering,5,16,6,15,6,18,4,37,108,128
20046895,Engineering,Electrical and Computer Engineering,Michigan State University,Electrical Engineering,39,71,21,58,38,98,8,38,10,50
20022291,Engineering,Electrical and Computer Engineering,Michigan Technological University,Electrical Engineering,84,124,66,114,78,129,66,113,18,87
20024448,Engineering,Electrical and Computer Engineering,Mississippi State University,Electrical Engineering,84,120,131,134,104,133,135,136,17,67
20064754,Engineering,Electrical and Computer Engineering,New Jersey Institute of Technology,Electrical Engineering,35,78,65,108,61,113,21,71,6,37
20062248,Engineering,Electrical and Computer Engineering,New Mexico State University Main Campus,Electrical and Computer Engineering,91,122,65,114,47,112,27,92,58,110
20041405,Engineering,Electrical and Computer Engineering,North Carolina State University,Electrical Engineering,35,65,56,103,46,102,104,125,47,105
20031871,Engineering,Electrical and Computer Engineering,Northeastern University,Electrical & Computer Engineering - Computer,76,131,47,115,49,115,13,127,6,35
20068873,Engineering,Electrical and Computer Engineering,Northwestern University,Electrical and Computer Engineering,16,34,8,27,10,44,16,66,74,121
20028949,Engineering,Electrical and Computer Engineering,Ohio State University Main Campus,Electrical Engineering,17,36,27,73,30,92,55,108,34,93
20013899,Engineering,Electrical and Computer Engineering,Ohio University Main Campus,Electrical Engineering and Computer Science,86,122,97,125,113,134,34,89,52,110
20041955,Engineering,Electrical and Computer Engineering,Oklahoma State University Main Campus,Electrical Engineering,85,126,94,123,89,127,4,44,27,92
20070984,Engineering,Electrical and Computer Engineering,Old Dominion University,Electrical and Computer Engineering,96,127,57,117,34,107,52,88,100,125
20058919,Engineering,Electrical and Computer Engineering,Oregon Health And Science University,Electrical Engineering,70,129,14,59,60,129,5,59,4,23
20018823,Engineering,Electrical and Computer Engineering,Oregon State University,Electrical and Computer Engineering,41,78,58,107,61,119,59,113,97,127
20031350,Engineering,Electrical and Computer Engineering,Penn State University,Electrical Engineering,13,23,13,40,14,50,38,82,53,110
20032498,Engineering,Electrical and Computer Engineering,Princeton University,Electrical Engineering,2,7,1,3,1,4,2,25,28,85
20055828,Engineering,Electrical and Computer Engineering,Purdue University Main Campus,Electrical & Computer Engineering,5,15,10,29,15,54,62,102,21,82
20044871,Engineering,Electrical and Computer Engineering,Rensselaer Polytechnic Institute,Electric Power Engineering,37,94,27,83,27,96,56,113,9,50
20044884,Engineering,Electrical and Computer Engineering,Rensselaer Polytechnic Institute,Electrical Engineering,22,46,20,63,14,54,88,122,37,102
20041104,Engineering,Electrical and Computer Engineering,Rice University,Electrical and Computer Engineering,26,58,24,63,24,73,48,103,104,129
20012515,Engineering,Electrical and Computer Engineering,Rutgers The State University of New Jersey New Brunswick Campus,Electrical and Computer Engineering,68,113,68,117,38,95,97,121,8,43
20040451,Engineering,Electrical and Computer Engineering,Southern Illinois University Carbondale,Electrical and Computer Engineering,80,124,129,133,131,136,66,115,4,23
20043270,Engineering,Electrical and Computer Engineering,Southern Methodist University,Electrical Engineering,55,99,78,114,83,123,65,113,16,63
20052562,Engineering,Electrical and Computer Engineering,Stanford University,Electrical Engineering,1,1,1,3,1,5,64,106,76,117
20062484,Engineering,Electrical and Computer Engineering,State University of New York At Binghamton,Electrical & Computer Engineering,77,123,114,132,91,132,121,130,36,94
20038528,Engineering,Electrical and Computer Engineering,State University of New York At Buffalo,Electrical Engineering,68,109,66,116,45,107,109,126,10,50
20038159,Engineering,Electrical and Computer Engineering,State University of New York At Stony Brook,Electrical and Computer Engineering,68,111,38,86,47,105,14,57,4,27
20022547,Engineering,Electrical and Computer Engineering,Syracuse University Main Campus,Electrical & Computer Engineering,55,91,101,127,95,127,110,127,14,67
20021894,Engineering,Electrical and Computer Engineering,Texas A & M University,Electrical Engineering,16,31,37,77,35,83,110,122,8,44
20065148,Engineering,Electrical and Computer Engineering,Texas A & M University,Computer Engineering,40,77,55,101,42,98,49,110,15,69
20022835,Engineering,Electrical and Computer Engineering,Texas Tech University,Electrical Engineering,89,133,59,115,20,80,6,49,73,120
20029634,Engineering,Electrical and Computer Engineering,Tufts University,Electrical Engineering,78,131,87,123,86,124,5,62,98,125
20071116,Engineering,Electrical and Computer Engineering,University of Akron,Electrical and Computer Engineering,129,135,75,124,72,124,6,62,28,95
20041748,Engineering,Electrical and Computer Engineering,University of Alabama,Electrical and Computer Engineering,74,120,133,135,110,135,130,135,123,135
20043186,Engineering,Electrical and Computer Engineering,University of Alabama In Huntsville,Electrical Engineering,112,130,76,127,48,121,37,91,104,128
20033963,Engineering,Electrical and Computer Engineering,University of Arizona,Electrical & Computer Engineering,32,70,70,119,40,101,122,129,40,104
20013608,Engineering,Electrical and Computer Engineering,University of Arkansas Main Campus,Electrical Engineering,117,134,63,112,94,132,1,22,3,20
20013718,Engineering,Electrical and Computer Engineering,University of Arkansas Main Campus,Microelectronics-photonics,35,83,11,39,19,69,1,8,15,60
20060855,Engineering,Electrical and Computer Engineering,University of California-Berkeley,Electrical Engineering and Computer Science,3,11,6,17,6,19,28,76,118,132
20067133,Engineering,Electrical and Computer Engineering,University of California-Davis,Electrical & Computer Engineering,43,85,48,97,39,104,62,109,103,126
20049164,Engineering,Electrical and Computer Engineering,University of California-Irvine,Electrical and Computer Engineering,57,97,53,97,37,94,115,128,17,69
20053260,Engineering,Electrical and Computer Engineering,University of California-Los Angeles,Electrical Engineering,5,14,7,23,7,25,73,107,74,117
20048796,Engineering,Electrical and Computer Engineering,University of California-Riverside,Electrical Engineering,39,88,12,40,11,40,11,71,2,8
20065627,Engineering,Electrical and Computer Engineering,University of California-San Diego,Electrical and Computer Engineering,10,18,14,47,10,41,76,114,105,129
20070243,Engineering,Electrical and Computer Engineering,University of California-Santa Barbara,Electrical & Computer Engineering,2,9,4,7,3,8,55,100,107,130
20023669,Engineering,Electrical and Computer Engineering,University of California-Santa Cruz,Electrical Engineering,35,69,17,53,11,45,11,43,12,54
20013938,Engineering,Electrical and Computer Engineering,University of Central Florida,Computer Engineering,83,125,116,131,112,135,3,35,75,117
20013954,Engineering,Electrical and Computer Engineering,University of Central Florida,Electrical Engineering,38,84,54,101,57,115,2,23,15,69
20013967,Engineering,Electrical and Computer Engineering,University of Central Florida,Optics,14,31,6,18,4,12,10,49,112,131
20032074,Engineering,Electrical and Computer Engineering,University of Cincinnati Main Campus,Electrical & Computer engineering,41,73,60,106,58,118,42,81,24,85
20063962,Engineering,Electrical and Computer Engineering,University of Colorado At Boulder,Electrical Engineering,31,54,39,92,34,101,94,118,111,130
20024024,Engineering,Electrical and Computer Engineering,University of Connecticut,Electrical Engineering PhD,35,63,22,63,18,70,13,61,20,79
20055543,Engineering,Electrical and Computer Engineering,University of Dayton,Electrical Engineering,84,121,68,118,65,125,16,66,14,62
20055556,Engineering,Electrical and Computer Engineering,University of Dayton,Electro-Optics,31,75,17,64,9,47,3,40,132,136
20012188,Engineering,Electrical and Computer Engineering,University of Delaware,Electrical and Computer Engineering,49,87,49,97,44,104,59,104,53,114
20013048,Engineering,Electrical and Computer Engineering,University of Florida,Electrical and Computer Engineering,21,42,32,82,31,97,55,96,32,93
20014759,Engineering,Electrical and Computer Engineering,University of Hawaii At Manoa,Electrical Engineering,111,129,92,126,81,127,14,61,70,119
20042527,Engineering,Electrical and Computer Engineering,University of Houston,Electrical Engineering,60,101,41,83,40,91,68,115,12,58
20067609,Engineering,Electrical and Computer Engineering,University of Idaho,Electrical Engineering,128,135,85,122,90,132,29,78,135,136
20042857,Engineering,Electrical and Computer Engineering,University of Illinois At Chicago,Electrical & Computer Engineering,48,94,50,105,42,101,22,73,24,92
20038968,Engineering,Electrical and Computer Engineering,University of Illinois At Urbana-Champaign,Electrical and Computer Engineering,3,10,5,16,8,28,13,58,84,121
20020390,Engineering,Electrical and Computer Engineering,University of Iowa,Electrical and Computer Engineering,28,57,25,71,17,65,17,64,30,89
20051149,Engineering,Electrical and Computer Engineering,University of Kansas,Electrical Engineering,79,121,67,118,67,123,6,40,116,133
20028172,Engineering,Electrical and Computer Engineering,University of Kentucky,Electrical Engineering,50,87,24,69,26,87,6,46,48,114
20026349,Engineering,Electrical and Computer Engineering,University of Louisville,Electrical Engineering,93,123,43,103,36,111,34,86,51,115
20036371,Engineering,Electrical and Computer Engineering,University of Maryland Baltimore County,Electrical Engineering,50,127,42,111,14,70,128,131,3,16
20050179,Engineering,Electrical and Computer Engineering,University of Maryland College Park,Electrical Engineering,17,35,22,67,20,76,114,126,26,87
20047920,Engineering,Electrical and Computer Engineering,University of Massachusetts Amherst,Electrical and Computer Engineering,51,86,28,78,27,92,48,106,6,39
20050810,Engineering,Electrical and Computer Engineering,University of Miami,Electrical and Computer Engineering,62,107,27,75,47,117,1,20,4,26
20063072,Engineering,Electrical and Computer Engineering,University of Michigan-Ann Arbor,Electrical and Computer Engineering,5,12,7,20,7,24,69,104,55,108
20039831,Engineering,Electrical and Computer Engineering,University of Minnesota-Twin Cities,Electrical Engineering,16,31,16,51,14,61,30,68,64,116
20062361,Engineering,Electrical and Computer Engineering,University of Mississippi,Electrical Engineering,70,103,42,98,21,84,5,26,31,108
20025337,Engineering,Electrical and Computer Engineering,University of Missouri - Columbia,Electrical Engineering,89,121,87,125,84,129,52,99,51,107
20068488,Engineering,Electrical and Computer Engineering,University of Missouri - Rolla,Electrical Engineering,69,107,86,124,68,124,57,109,36,105
20017206,Engineering,Electrical and Computer Engineering,University of Nebraska - Lincoln,Electrical Engineering,86,120,51,97,95,130,2,36,16,71
20015062,Engineering,Electrical and Computer Engineering,University of Nevada Reno,Electrical Engineering,118,134,99,130,77,127,8,83,97,128
20050616,Engineering,Electrical and Computer Engineering,University of New Hampshire,Electrical Engineering,96,128,117,132,91,130,116,129,130,135
20060295,Engineering,Electrical and Computer Engineering,University of New Mexico Main Campus,Electrical & Computer Engineering,51,99,52,102,39,98,28,96,27,92
20029825,Engineering,Electrical and Computer Engineering,University of North Carolina At Charlotte,PhD in Electrical Engineering,96,127,74,121,64,123,11,61,13,64
20035929,Engineering,Electrical and Computer Engineering,University of Notre Dame,Electrical and Computer Engineering,51,85,27,77,22,82,23,73,56,109
20051660,Engineering,Electrical and Computer Engineering,University of Oklahoma Norman Campus,Electrical & Computer Engineering,73,108,67,117,57,119,46,98,63,113
20036902,Engineering,Electrical and Computer Engineering,University of Pennsylvania,Electrical and Systems Engineering,38,71,42,90,45,102,18,67,55,113
20049656,Engineering,Electrical and Computer Engineering,University of Pittsburgh Pittsburgh Campus,Electrical Engineering,35,73,58,97,85,123,6,52,27,87
20069225,Engineering,Electrical and Computer Engineering,University of Rochester,Electrical Engineering,46,78,30,80,23,83,42,96,32,93
20067780,Engineering,Electrical and Computer Engineering,University of South Carolina Columbia,Electrical Engineering,14,43,5,18,3,13,10,51,23,84
20024859,Engineering,Electrical and Computer Engineering,University of South Florida,Electrical Engineering,72,108,108,129,86,129,89,115,31,93
20068129,Engineering,Electrical and Computer Engineering,University of Southern California,Electrical Engineering,13,26,41,84,33,89,118,128,47,108
20045773,Engineering,Electrical and Computer Engineering,University of Tennessee,Electrical and Computer Engineering,53,94,55,106,54,118,77,114,12,66
20061508,Engineering,Electrical and Computer Engineering,University of Texas At Austin,Electrical and Computer Engineering,7,15,26,69,16,56,132,134,84,122
20056115,Engineering,Electrical and Computer Engineering,University of Texas At Dallas,Electrical Engineering,45,81,74,120,57,116,100,125,42,100
20043513,Engineering,Electrical and Computer Engineering,University of Toledo,Electrical Engineering,91,126,98,128,108,134,11,80,40,103
20047548,Engineering,Electrical and Computer Engineering,University of Utah,Electrical Engineering,50,83,38,82,25,81,56,111,69,119
20023452,Engineering,Electrical and Computer Engineering,University of Virginia,Electrical Engineering,37,73,18,60,16,68,52,105,10,52
20059617,Engineering,Electrical and Computer Engineering,University of Washington,Electrical Engineering,20,38,28,62,35,88,13,54,90,121
20030555,Engineering,Electrical and Computer Engineering,University of Wisconsin-Madison,Electrical Engineering,24,46,21,60,24,84,47,88,37,97
20024671,Engineering,Electrical and Computer Engineering,University of Wyoming,Electrical and Computer Engineering,40,94,50,108,77,129,36,110,53,103
20062646,Engineering,Electrical and Computer Engineering,Utah State University,Electrical Engineering (ENG),86,124,117,131,123,135,57,116,129,136
20051958,Engineering,Electrical and Computer Engineering,Vanderbilt University,Electrical Engineering,43,94,16,51,19,65,1,19,34,94
20071200,Engineering,Electrical and Computer Engineering,Virginia Commonwealth University,Electrical and Computer Science Engineering,45,106,45,101,28,91,100,125,44,108
20044509,Engineering,Electrical and Computer Engineering,Virginia Polytechnic Institute And State University,Electrical Engineering,17,35,25,66,47,112,45,97,60,111
20058401,Engineering,Electrical and Computer Engineering,Washington State University,Electrical Engineering,57,97,64,109,60,113,68,113,19,78
20069814,Engineering,Electrical and Computer Engineering,Washington University In St. Louis,Electrical and Systems Engineering,33,61,46,89,52,103,56,104,116,132
20021483,Engineering,Electrical and Computer Engineering,Wayne State University,Computer Engineering,82,125,96,129,62,120,109,131,39,106
20021496,Engineering,Electrical and Computer Engineering,Wayne State University,Electrical Engineering,73,106,79,120,58,117,96,121,36,96
20063441,Engineering,Electrical and Computer Engineering,Yale University,Electrical Engineering,18,43,6,20,7,24,8,67,12,68
20032993,Engineering,Engineering Science and Materials (not elsewhere classified),California Institute of Technology,Control and Dynamical Systems,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked
20048259,Engineering,Engineering Science and Materials (not elsewhere classified),Dartmouth College,Engineering Science,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked
20016427,Engineering,Engineering Science and Materials (not elsewhere classified),Iowa State University,Engineering Mechanics,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked
20031376,Engineering,Engineering Science and Materials (not elsewhere classified),Penn State University,Engineering Science and Mechanics,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked
20044907,Engineering,Engineering Science and Materials (not elsewhere classified),Rensselaer Polytechnic Institute,Engineering Science,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked
20037668,Engineering,Engineering Science and Materials (not elsewhere classified),Stevens Institute of Technology,Engineering Management,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked
20022178,Engineering,Engineering Science and Materials (not elsewhere classified),Texas A & M University,Interdisciplinary Engineering,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked
20022181,Engineering,Engineering Science and Materials (not elsewhere classified),Texas A & M University,Doctor of Engineering,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked
20026145,Engineering,Engineering Science and Materials (not elsewhere classified),University of Missouri - Kansas City,Engineering,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked
20017219,Engineering,Engineering Science and Materials (not elsewhere classified),University of Nebraska - Lincoln,Engineering Mechanics,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked
20050629,Engineering,Engineering Science and Materials (not elsewhere classified),University of New Hampshire,Engineering,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked
20023151,Engineering,Engineering Science and Materials (not elsewhere classified),University of New Orleans,Engineering and Applied Science-Engineering,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked
20061511,Engineering,Engineering Science and Materials (not elsewhere classified),University of Texas At Austin,Engineering Mechanics,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked
20044512,Engineering,Engineering Science and Materials (not elsewhere classified),Virginia Polytechnic Institute And State University,Engineering Mechanics,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked
20035000,Engineering,Materials Science and Engineering,Arizona State University,Materials Science and Engineering,12,35,8,36,8,47,13,49,37,60
20037943,Engineering,Materials Science and Engineering,Auburn University,Integrated Textile and Apparel Science,46,69,66,81,69,83,13,59,2,9
20037969,Engineering,Materials Science and Engineering,Auburn University,Materials Engineering,54,78,49,76,31,75,29,62,11,22
20018289,Engineering,Materials Science and Engineering,Brown University,Engineering: Materials Science,44,70,9,37,13,60,10,58,6,14
20033057,Engineering,Materials Science and Engineering,California Institute of Technology,Materials Science,3,9,1,2,1,2,3,34,34,59
20037286,Engineering,Materials Science and Engineering,Carnegie Mellon University,Materials Science & Engineering,11,21,9,34,7,44,4,30,38,66
20019178,Engineering,Materials Science and Engineering,Case Western Reserve University,Macromolecular Science and Engineering,18,44,29,59,16,54,11,46,41,66
20019181,Engineering,Materials Science and Engineering,Case Western Reserve University,Materials Science and Engineering,45,73,65,79,63,78,50,75,55,73
20016980,Engineering,Materials Science and Engineering,Clemson University,Materials Science & Engineering,58,76,46,75,42,78,52,78,6,16
20016993,Engineering,Materials Science and Engineering,Clemson University,Polymer and Fiber Science,56,77,54,79,43,77,55,81,24,49
20057716,Engineering,Materials Science and Engineering,Columbia University In The City of New York,Materials Science and Engineering,40,63,41,70,37,71,52,81,5,14
20015907,Engineering,Materials Science and Engineering,Cornell University,Materials Science and Engineering,23,43,41,69,26,64,36,65,33,57
20027115,Engineering,Materials Science and Engineering,Drexel University,Materials Science and Engineering,22,47,5,25,8,45,4,37,50,69
20062976,Engineering,Materials Science and Engineering,Georgia Institute of Technology,Materials Science & Engineering,12,30,9,39,6,42,16,49,50,68
20063056,Engineering,Materials Science and Engineering,Georgia Institute of Technology,Textile Engineering,32,61,24,57,29,70,8,48,2,7
20048372,Engineering,Materials Science and Engineering,Indiana University Purdue University Indianapolis,Dental Science,46,79,30,58,49,75,1,15,1,1
20016553,Engineering,Materials Science and Engineering,Iowa State University,Materials Science & Engineering,27,51,28,60,11,56,47,76,35,63
20056827,Engineering,Materials Science and Engineering,Johns Hopkins University,Materials Science & Engineering,12,31,4,24,3,29,1,16,25,52
20039514,Engineering,Materials Science and Engineering,Lehigh University,Materials Science and Engineering,13,41,48,75,22,64,61,80,79,82
20033361,Engineering,Materials Science and Engineering,Massachusetts Institute of Technology,Material Sciences and Engineering,2,5,3,15,4,30,26,59,28,52
20047069,Engineering,Materials Science and Engineering,Michigan State University,Materials Science and Engineering,26,46,12,44,21,65,1,18,24,41
20022314,Engineering,Materials Science and Engineering,Michigan Technological University,Materials Science and Engineering,53,77,71,81,80,83,33,67,53,72
20064806,Engineering,Materials Science and Engineering,New Jersey Institute of Technology,Materials Science and Engineering,73,81,58,80,32,75,68,81,26,51
20041515,Engineering,Materials Science and Engineering,North Carolina State University,Materials Science and Engineering,21,41,33,67,25,68,48,73,72,78
20068967,Engineering,Materials Science and Engineering,Northwestern University,Materials Science and Engineering,4,10,4,20,6,40,6,34,40,64
20029139,Engineering,Materials Science and Engineering,Ohio State University Main Campus,Materials Science and Engineering,11,26,28,59,28,69,22,59,60,75
20031541,Engineering,Materials Science and Engineering,Penn State University,Materials Science and Engineering,2,8,6,28,9,48,25,56,29,55
20055941,Engineering,Materials Science and Engineering,Purdue University Main Campus,Materials Engineering,29,49,42,70,44,76,12,59,38,64
20044936,Engineering,Materials Science and Engineering,Rensselaer Polytechnic Institute,Materials Engineering,20,44,17,47,15,54,9,47,44,69
20041162,Engineering,Materials Science and Engineering,Rice University,Materials Science,77,83,3,20,4,38,3,53,2,6
20012418,Engineering,Materials Science and Engineering,Rutgers The State University of New Jersey New Brunswick Campus,Ceramic and Materials Science and Engineering,49,73,72,81,67,80,24,58,29,56
20052711,Engineering,Materials Science and Engineering,Stanford University,Materials Science and Engineering,6,11,4,21,4,35,51,74,58,73
20038243,Engineering,Materials Science and Engineering,State University of New York At Stony Brook,Materials Science and Engineering,12,31,10,36,9,53,7,37,8,15
20071132,Engineering,Materials Science and Engineering,University of Akron,Polymer Engineering,20,52,25,57,23,66,29,64,2,6
20048479,Engineering,Materials Science and Engineering,University of Alabama At Birmingham (Uab)/the University of Alabama In Huntsville (Uah))/university of Alabama (Ua),Materials Science,34,56,57,77,55,77,29,61,13,23
20048482,Engineering,Materials Science and Engineering,University of Alabama At Birmingham (Uab)/the University of Alabama In Huntsville (Uah))/university of Alabama (Ua),Materials/Metallurgical Engineering,50,78,38,72,40,77,23,67,5,13
20034098,Engineering,Materials Science and Engineering,University of Arizona,Materials Science & Engineering,41,60,27,58,39,74,6,37,26,50
20061058,Engineering,Materials Science and Engineering,University of California-Berkeley,Materials Science and Engineering,5,10,3,13,3,15,37,66,46,69
20049229,Engineering,Materials Science and Engineering,University of California-Irvine,Materials Science and Engineering,40,57,26,55,19,58,71,82,23,41
20053448,Engineering,Materials Science and Engineering,University of California-Los Angeles,Materials Science & Engineering,11,32,16,37,6,36,62,78,32,58
20067269,Engineering,Materials Science and Engineering,University of California-Davis,Materials Science and Engineering,12,26,6,29,4,30,4,31,8,17
20065672,Engineering,Materials Science and Engineering,University of California-San Diego,Materials Science,20,41,10,39,4,31,37,69,61,74
20070324,Engineering,Materials Science and Engineering,University of California-Santa Barbara,Materials,1,1,1,2,1,2,11,46,66,76
20013996,Engineering,Materials Science and Engineering,University of Central Florida,Materials Science and Engineering,30,55,17,48,17,62,1,14,15,26
20032142,Engineering,Materials Science and Engineering,University of Cincinnati Main Campus,Materials Science,52,73,39,70,33,73,30,63,16,28
20024121,Engineering,Materials Science and Engineering,University of Connecticut,Materials Science PhD,23,45,22,59,12,54,20,63,13,26
20024163,Engineering,Materials Science and Engineering,University of Connecticut,Metallurgy PhD,50,74,63,81,37,74,75,83,31,61
20024309,Engineering,Materials Science and Engineering,University of Connecticut,Polymer Science PhD,29,49,20,54,13,56,8,49,32,57
20068747,Engineering,Materials Science and Engineering,University of Connecticut,Pharmaceutical Science PhD Pharmaceutics,40,66,36,69,32,74,22,58,3,9
20055569,Engineering,Materials Science and Engineering,University of Dayton,Materials Engineering,55,76,53,79,39,78,53,73,75,81
20012256,Engineering,Materials Science and Engineering,University of Delaware,Material Science and Engineering,13,39,24,55,24,66,51,77,16,31
20013242,Engineering,Materials Science and Engineering,University of Florida,Materials Science and Engineering,2,9,8,34,5,39,47,68,24,42
20071190,Engineering,Materials Science and Engineering,University of Georgia,Textile Sciences,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked
20042938,Engineering,Materials Science and Engineering,University of Illinois At Chicago,Materials Engineering,63,79,82,83,75,82,60,79,75,81
20039132,Engineering,Materials Science and Engineering,University of Illinois At Urbana-Champaign,Materials Science and Engineering,5,10,4,24,4,32,19,55,35,60
20028282,Engineering,Materials Science and Engineering,University of Kentucky,Materials Science & Engineering,59,77,36,66,49,77,11,41,34,64
20050331,Engineering,Materials Science and Engineering,University of Maryland College Park,Material Sciences and Engineering,46,69,31,65,16,62,26,61,20,35
20048152,Engineering,Materials Science and Engineering,University of Massachusetts Amherst,Polymer Science and Engineering,3,10,3,11,3,24,2,23,40,64
20035576,Engineering,Materials Science and Engineering,University of Michigan-Ann Arbor,Macromolecular Science and Engineering,17,35,17,44,18,54,7,47,16,29
20035589,Engineering,Materials Science and Engineering,University of Michigan-Ann Arbor,Materials Science and Engineering,11,23,10,34,7,43,14,50,20,34
20040053,Engineering,Materials Science and Engineering,University of Minnesota-Twin Cities,Materials Science and Engineering,10,16,9,38,5,37,53,76,35,63
20068433,Engineering,Materials Science and Engineering,University of Missouri - Rolla,Ceramic Engineering,59,76,36,69,25,67,4,34,66,75
20068543,Engineering,Materials Science and Engineering,University of Missouri - Rolla,Metallurgical Engineering,73,81,67,81,63,80,5,37,78,82
20068556,Engineering,Materials Science and Engineering,University of Missouri - Rolla,Mining Engineering,82,83,82,83,75,83,79,83,36,66
20017222,Engineering,Materials Science and Engineering,University of Nebraska - Lincoln,Chemical & Materials Engineering,73,81,45,76,38,75,72,83,13,24
20015143,Engineering,Materials Science and Engineering,University of Nevada Reno,Metallurgical Engineering,80,82,61,80,71,83,1,12,83,83
20045375,Engineering,Materials Science and Engineering,University of North Carolina At Chapel Hill,Materials Sciences,26,57,7,33,3,21,63,81,5,13
20047360,Engineering,Materials Science and Engineering,University of North Texas,Materials Science and Engineering,65,79,52,78,32,74,69,81,13,24
